time,x,y,z
27003,-0.03580,-0.25084,0.01639
27054,-0.14836,-0.18623,0.09749
27104,0.28340,0.05371,0.05846
27154,0.17455,0.40611,0.02519
27204,-0.09227,0.31700,0.03218
27254,0.13060,0.57957,-0.05136
27304,0.38783,0.02536,-0.08696
27354,-0.16534,-0.03870,-0.02473
27403,-0.15463,-0.32512,-0.03561
27454,-0.00620,-0.30820,-0.09363
27504,-0.16084,-0.32338,-0.15846
27554,-0.17700,-0.22679,-0.11935
27604,0.07010,0.04778,-0.07639
27654,0.06346,0.08167,-0.04964
27704,-0.08614,0.22852,0.00365
27754,-0.01981,-0.07346,0.10042
27804,-0.00568,0.11797,0.13655
27859,-0.18727,0.04881,-0.07076
27904,-0.01062,0.04393,-0.02896
27954,-0.05370,-0.04230,0.00288
28004,-0.07657,0.04303,-0.03679
28054,0.08894,0.03159,-0.03598
28104,0.10831,-0.16402,0.10106
28154,-0.14326,0.03024,0.00923
28204,0.11736,-0.10201,0.03006
28253,0.10294,0.03506,0.05914
28303,-0.14186,0.29524,-0.01779
28353,0.14145,0.18350,0.14183
28404,0.09291,-0.12979,0.16507
28454,-0.07640,-0.14571,0.08771
28504,0.13068,-0.21933,0.05846
28554,0.30356,-0.31921,0.08777
28604,0.08199,-0.25804,0.19646
28654,-0.11003,-0.26759,0.20050
28704,0.19159,0.06505,0.21117
28753,0.19199,0.20804,0.21634
28804,0.05574,-0.11920,0.29530
28858,0.01010,0.02330,0.24226
28904,0.17882,0.16570,0.11623
28953,0.26332,0.25980,-0.00804
29004,0.07433,-0.05315,-0.04437
29055,-0.02672,0.25340,-0.00119
29103,-0.08978,0.04877,-0.19347
29154,-0.09074,-0.30505,-0.40553
29204,0.01846,-0.08990,-0.33076
29254,-0.07137,0.14183,-0.35948
29304,-0.03365,0.19849,-0.42412
29354,0.12608,0.37506,-0.33951
29404,0.00122,0.12454,-0.34782
29454,-0.10394,0.01538,-0.24524
29504,-0.18190,-0.43088,-0.20665
29553,-0.17714,-0.17139,-0.18068
29604,-0.17783,-0.18643,-0.24059
29653,-0.07019,0.05919,-0.27675
29703,-0.17984,0.14052,-0.21048
29753,-0.29872,-0.14986,-0.18758
29803,-0.23621,0.02501,-0.30804
29858,-0.09331,0.12384,-0.42770
29904,-0.08922,0.13924,-0.42168
29953,-0.24533,0.14137,-0.35378
30003,-0.19429,0.02501,-0.27690
30054,-0.25316,-0.15582,-0.20712
30103,-0.43430,-0.51132,-0.17427
30154,-0.20010,-0.18604,-0.09799
30204,0.23721,0.38141,-0.07303
30254,0.11998,0.80457,-0.04294
30304,0.00040,0.02145,0.00937
30354,-0.18393,-0.18900,0.16312
30407,-0.35699,-0.27353,0.19345
30454,-0.15570,-0.47324,0.15245
30504,-0.06346,-0.09230,0.09755
30554,-0.11357,0.11961,0.19534
30604,-0.00658,0.02304,0.31400
30654,-0.02199,0.16826,0.25032
30704,0.18689,0.23026,0.15681
30754,0.22485,0.09946,0.11420
30805,-0.05716,0.20540,0.05736
30856,-0.05595,-0.20091,0.01581
30910,0.24985,0.41972,0.06593
30957,-0.02042,-0.09300,-0.11780
31003,-0.02919,0.04266,-0.18724
31053,0.06685,-0.11302,-0.07961
31107,-0.12009,-0.19153,-0.03018
31155,-0.07413,0.08289,-0.01535
31204,0.13890,0.31383,-0.08485
31254,0.05852,0.26189,-0.07974
31305,-0.05449,0.08464,-0.02255
31354,0.01143,0.08963,0.09950
31404,0.03329,-0.37535,0.18265
31454,0.03055,0.01152,0.32909
31505,-0.10933,-0.19424,0.29309
31554,-0.03838,-0.23627,0.23216
31604,0.14891,0.22182,0.24303
31655,0.10312,-0.01811,0.14803
31704,0.08308,0.17358,0.11110
31753,0.07391,0.27626,0.04735
31803,0.17319,0.29741,0.02007
31853,0.13297,0.26645,0.07094
31903,-0.07491,-0.32562,0.09744
31962,-0.02547,-0.32458,0.19392
32007,0.17555,-0.33418,0.27538
32054,0.14223,0.16234,0.23836
32106,0.12152,0.05554,0.22102
32153,0.07120,-0.41620,0.18770
32204,-0.01123,0.02635,0.14481
32254,0.11809,-0.19963,0.00294
32304,0.21947,0.13490,0.02924
32354,0.04182,0.17686,0.03969
32405,-0.10538,-0.09415,-0.03848
32456,0.06136,0.37990,-0.02328
32506,0.10925,0.60602,-0.02660
32554,0.11415,0.22070,0.07893
32604,-0.07587,-0.10358,0.17308
32654,-0.25905,-0.38290,0.24211
32705,0.06149,-0.43005,0.29231
32755,0.30946,-0.25972,0.30592
32807,0.29437,-0.01964,0.30423
32853,-0.06226,-0.08318,0.24707
32903,-0.02612,-0.29141,0.28545
32962,0.09180,-0.58322,0.17628
33005,0.11739,-0.54794,-0.09474
33054,0.02675,-0.54723,-0.24008
33106,-0.05315,-0.21613,-0.22722
33156,-0.00330,0.20728,-0.18512
33208,0.13942,0.53159,-0.24521
33255,0.03484,0.05209,-0.37866
33305,0.04115,-0.20940,-0.37325
33354,0.02411,-0.14499,-0.26257
33404,-0.07559,0.10942,-0.21585
33455,0.12785,0.57846,-0.09509
33507,-0.15941,-0.38051,-0.16031
33554,-0.20715,-0.62823,-0.02037
33604,-0.11798,-0.50116,0.02493
33656,0.13910,-0.13791,-0.00957
33709,0.20644,0.44154,0.11192
33754,-0.03050,0.75531,0.23021
33804,-0.32864,-0.11671,0.08754
33855,0.02994,0.39137,0.06512
33906,-0.01079,-0.03990,-0.16689
33961,-0.08229,0.17023,-0.21579
34005,-0.11711,-0.42973,-0.11772
34054,-0.15572,0.00095,0.00180
34104,-0.05466,0.10310,0.01566
34154,0.00232,0.30467,0.06345
34207,-0.04893,0.29849,0.08682
34257,-0.00179,0.21796,0.06741
34304,-0.00182,0.38400,0.06102
34355,-0.00935,0.18814,0.04732
34404,0.08914,0.09828,0.11353
34456,-0.16486,-0.03822,0.22124
34507,-0.15555,-0.20348,0.35042
34554,0.02628,-0.40775,0.28336
34606,-0.03404,-0.13007,0.11264
34657,0.17635,0.51060,0.17905
34706,0.30858,0.20947,0.21935
34754,-0.00218,0.26382,0.24905
34804,0.11552,0.45328,0.27225
34855,0.45334,-0.13326,0.28629
34904,0.36418,-0.58081,0.29114
34978,0.03941,-0.37871,0.27664
35008,0.00639,-0.19438,0.23767
35054,0.49316,-0.18524,0.16399
35103,0.20964,-0.12640,0.09947
35156,0.03577,-0.17715,-0.01085
35204,0.16940,-0.16745,-0.04814
35256,0.09271,-0.32954,-0.07486
35306,0.00136,-0.14478,-0.07135
35355,0.20039,-0.13832,-0.17079
35405,0.01842,0.13068,-0.22322
35457,-0.20076,-0.03027,-0.14958
